sofascore_slug,transfermarkt_url,lig,sezon,etiket
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Premier League,18/19,Left-Back
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Premier League,13/14,Left-Back
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Championship,12/13,Left-Back
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Premier League,21/22,Left Midfield
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Premier League,17/18,Left Midfield
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Premier League,16/17,Left Midfield
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,Serie A,15/16,Left Midfield
marcos-alonso/69408,https://www.transfermarkt.com/marcos-alonso/profil/spieler/112515,LaLiga,24/25,Centre-Back
marcos-andre/880157,https://www.transfermarkt.com/vampeta/profil/spieler/26542,PTT Telecomp.,97/98,Right-Back
marcos-andre/880157,https://www.transfermarkt.com/vampeta/profil/spieler/26542,PTT Telecomp.,96/97,Right-Back
marcos-andre/880157,https://www.transfermarkt.com/vampeta/profil/spieler/26542,Série A,1995,Central Midfield
marcos-andre/880157,https://www.transfermarkt.com/vampeta/profil/spieler/26542,Série A,1999,Defensive Midfield
marcos-antonio/905453,https://www.transfermarkt.com/marcos-senna/profil/spieler/7840,2ª División,12/13,Defensive Midfield
marcos-antonio/905453,https://www.transfermarkt.com/marcos-senna/profil/spieler/7840,LaLiga,11/12,Defensive Midfield
marcos-antonio/905453,https://www.transfermarkt.com/marcos-senna/profil/spieler/7840,LaLiga,05/06,Defensive Midfield
marcos-cuenca/1164676,https://www.transfermarkt.com/marcos-cuenca/profil/spieler/709804,Segunda Federación - Gr. II,24/25,Left Winger
marcos-cuenca/1164676,https://www.transfermarkt.com/marcos-cuenca/profil/spieler/709804,Segunda Federación - Gr. II,23/24,Left Winger
marcos-leonardo/1047227,https://www.transfermarkt.com/marcos-leonardo/profil/spieler/668267,Saudi Pro League,24/25,Centre-Forward
marcos-leonardo/1047227,https://www.transfermarkt.com/marcos-leonardo/profil/spieler/668267,Série A,2023,Centre-Forward
marcos-leonardo/1047227,https://www.transfermarkt.com/marcos-leonardo/profil/spieler/668267,Série A,2022,Centre-Forward
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,20/21,Central Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,2ª B - Grupo II,15/16,Central Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,2ª B - Grupo II,14/15,Central Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,16/17,Defensive Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,23/24,Right Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,22/23,Right Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,21/22,Right Midfield
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,24/25,Right-Back
marcos-llorente/353138,https://www.transfermarkt.com/marcos-llorente/profil/spieler/282411,LaLiga,20/21,Attacking Midfield
marcos-lopez/883745,https://www.transfermarkt.com/marcos-lopez/profil/spieler/432175,MLS,2022,Left-Back
marcos-lopez/883745,https://www.transfermarkt.com/marcos-lopez/profil/spieler/432175,MLS,2021,Left-Back
marcos-lopez/883745,https://www.transfermarkt.com/marcos-lopez/profil/spieler/432175,MLS,2019,Left-Back
marcos-luna/1395903,https://www.transfermarkt.com/marcos-luna/profil/spieler/718876,LaLiga2,24/25,Right-Back
marcos-luna/1395903,https://www.transfermarkt.com/marcos-luna/profil/spieler/718876,Primera Federación - Gr. I,23/24,Right-Back
marcos-paulo/1170913,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,Ligue 1,22/23,Right Winger
marcos-paulo/1170913,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,Ligue 1,17/18,Right Winger
marcos-paulo/1170913,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,Ligue 1,16/17,Right Winger
marcos-paulo/1170913,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,Ligue 1,14/15,Attacking Midfield
marcos-paulo/1170913,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,Ligue 1,18/19,Left Winger
marcos-paulo/1170913,https://www.transfermarkt.com/rony-lopes/profil/spieler/174694,Ligue 1,17/18,Left Winger
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2024,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2022,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2021,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2020,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2019,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2018,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2017,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2015,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2014,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2013,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Libertadores,2013,Right-Back
marcos-rocha/82576,https://www.transfermarkt.com/marcos-rocha/profil/spieler/75435,Série A,2012,Right-Back
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,A-League Men,23/24,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Saudi Pro League,22/23,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2022,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2021,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2019,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2018,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2016,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2015,Centre-Forward
marcus-antonsson/139794,https://www.transfermarkt.com/marcus-antonsson/profil/spieler/171676,Allsvenskan,2014,Centre-Forward
marcus-coco/785418,https://www.transfermarkt.com/marcus-coco/profil/spieler/353365,Ligue 1,18/19,Right Winger
marcus-coco/785418,https://www.transfermarkt.com/marcus-coco/profil/spieler/353365,Ligue 1,16/17,Left Winger
marcus-dackers/1127146,https://www.transfermarkt.com/marcus-dackers/profil/spieler/583997,League Two,24/25,Centre-Forward
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2025,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2024,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2023,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2019,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2018,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2017,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2016,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Superettan,2014,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Superettan,2013,Centre-Back
marcus-danielson/143286,https://www.transfermarkt.com/marcus-danielson/profil/spieler/48249,Allsvenskan,2012,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,24/25,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,23/24,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,22/23,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,21/22,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,17/18,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,16/17,Centre-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,20/21,Right-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,19/20,Right-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Championship,18/19,Right-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,16/17,Right-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,15/16,Right-Back
marcus-fraser/134220,https://www.transfermarkt.com/marcus-fraser/profil/spieler/132203,Premiership,14/15,Right-Back
marcus-godinho/843017,https://www.transfermarkt.com/marcus-godinho/profil/spieler/381069,3. Liga,19/20,Right-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Ekstraklasa,25/26,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Betclic 1 Liga,24/25,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Fortuna 1 Liga,23/24,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Superettan,2023,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Superettan,2022,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Superettan,2020,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Ettan Södra,2016,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Ettan Norra,2015,Centre-Back
marcus-haglind-sangre/181613,https://www.transfermarkt.com/marcus-haglind-sangre/profil/spieler/221074,Ettan Norra,2018,Defensive Midfield
marcus-ingvartsen/280721,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,Superliga,23/24,Centre-Forward
marcus-ingvartsen/280721,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,JPL,17/18,Centre-Forward
marcus-ingvartsen/280721,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,Superliga,16/17,Centre-Forward
marcus-ingvartsen/280721,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,Superliga,15/16,Centre-Forward
marcus-ingvartsen/280721,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,Bundesliga,20/21,Attacking Midfield
marcus-ingvartsen/280721,https://www.transfermarkt.com/marcus-ingvartsen/profil/spieler/269878,Bundesliga,19/20,Right Winger
marcus-linday/1627623,https://www.transfermarkt.com/marcus-linday/profil/spieler/899163,Allsvenskan,2024,Central Midfield
marcus-lindberg/1030195,https://www.transfermarkt.com/marcus-lindberg/profil/spieler/36301,Superettan,2012,Centre-Back
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,2. Bundesliga,24/25,Centre-Back
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,2. Bundesliga,23/24,Centre-Back
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Allsvenskan,2023,Centre-Back
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Allsvenskan,2022,Centre-Back
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Allsvenskan,2021,Centre-Back
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Allsvenskan,2019,Defensive Midfield
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Superettan,2018,Defensive Midfield
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Allsvenskan,2017,Defensive Midfield
marcus-mathisen/352986,https://www.transfermarkt.com/marcus-mathisen/profil/spieler/268216,Allsvenskan,2020,Central Midfield
marcus-mccoy/1133230,https://www.transfermarkt.com/marcus-mccoy/profil/spieler/950320,U19 Boys League,24/25,Right-Back
marcus-mccoy/1133230,https://www.transfermarkt.com/marcus-mccoy/profil/spieler/950320,U19 Boys League,22/23,Left-Back
marcus-mehnert/834733,https://www.transfermarkt.com/marcus-mehnert/profil/spieler/312594,Eliteserien,2023,Right Winger
marcus-mehnert/834733,https://www.transfermarkt.com/marcus-mehnert/profil/spieler/312594,OBOS-ligaen,2022,Right Winger
marcus-mehnert/834733,https://www.transfermarkt.com/marcus-mehnert/profil/spieler/312594,OBOS-ligaen,2021,Centre-Forward
marcus-melchior/1031132,https://www.transfermarkt.com/marcus-melchior/profil/spieler/582100,OBOS-ligaen,2023,Central Midfield
marcus-melchior/1031132,https://www.transfermarkt.com/marcus-melchior/profil/spieler/582100,OBOS-ligaen,2022,Central Midfield
marcus-melchior/1031132,https://www.transfermarkt.com/marcus-melchior/profil/spieler/582100,PostNord-ligaen Avd. 2,2021,Central Midfield
marcus-muller/1085199,https://www.transfermarkt.com/marcus-muller/profil/spieler/698523,3. Liga,24/25,Centre-Forward
marcus-muller/1085199,https://www.transfermarkt.com/marcus-muller/profil/spieler/698523,Regionalliga Südwest,23/24,Centre-Forward
marcus-muller/1085199,https://www.transfermarkt.com/marcus-muller/profil/spieler/698523,Regionalliga Bayern,21/22,Centre-Forward
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Allsvenskan,2023,Left-Back
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Championship,17/18,Left-Back
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Championship,16/17,Left-Back
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Championship,15/16,Left-Back
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Championship,15/16,Left-Back
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Championship,14/15,Left-Back
marcus-olsson/35638,https://www.transfermarkt.com/marcus-olsson/profil/spieler/72264,Allsvenskan,2024,Centre-Back
marcus-pedersen/934409,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404,Serie A,23/24,Right-Back
marcus-pedersen/934409,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404,Eredivisie,22/23,Right-Back
marcus-pedersen/934409,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404,Eredivisie,21/22,Right-Back
marcus-pedersen/934409,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404,Eliteserien,2020,Right-Back
marcus-pedersen/934409,https://www.transfermarkt.com/marcus-pedersen/profil/spieler/583404,Serie A,24/25,Right Midfield
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,23/24,Left Winger
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,22/23,Left Winger
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,20/21,Left Winger
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,19/20,Left Winger
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,17/18,Left Winger
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,22/23,Centre-Forward
marcus-rashford/814590,https://www.transfermarkt.com/marcus-rashford/profil/spieler/258923,Premier League,18/19,Centre-Forward
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Cyprus League,24/25,Central Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Serie B,22/23,Central Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Serie B,21/22,Central Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Serie B,20/21,Central Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Serie B,19/20,Central Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Serie B,18/19,Central Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Allsvenskan,2016,Defensive Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Allsvenskan,2015,Defensive Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Serie A,16/17,Right Midfield
marcus-rohden/209082,https://www.transfermarkt.com/marcus-rohden/profil/spieler/205809,Süper Lig,23/24,Attacking Midfield
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Serie A,24/25,Centre-Forward
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Serie A,23/24,Centre-Forward
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Bundesliga,22/23,Centre-Forward
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Ligue 1,17/18,Centre-Forward
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Bundesliga,20/21,Left Winger
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Bundesliga,19/20,Left Winger
marcus-thuram/791702,https://www.transfermarkt.com/marcus-thuram/profil/spieler/318528,Ligue 1,18/19,Left Winger
mardochee-nzita/990726,https://www.transfermarkt.com/mardochee-nzita/profil/spieler/463738,CPL,23/24,Left Midfield
marek-fabry/836989,https://www.transfermarkt.com/marek-fabry/profil/spieler/465053,Fortuna 1 Liga,21/22,Centre-Forward
marek-fabry/836989,https://www.transfermarkt.com/marek-fabry/profil/spieler/465053,FNL,21/22,Centre-Forward
marek-fabry/836989,https://www.transfermarkt.com/marek-fabry/profil/spieler/465053,FNL,20/21,Centre-Forward
marek-halda/1956891,https://www.transfermarkt.com/marek-halda/profil/spieler/995974,CFL,24/25,Central Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,Ekstraklasa,24/25,Defensive Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,Ekstraklasa,23/24,Defensive Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,Ekstraklasa,22/23,Defensive Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,Fortuna 1 Liga,21/22,Defensive Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,Fortuna Liga,19/20,Central Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,Fortuna Liga,18/19,Central Midfield
marek-hanousek/72830,https://www.transfermarkt.com/marek-hanousek/profil/spieler/76655,ePojisteni.cz Li,16/17,Attacking Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Chance Liga,24/25,Central Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Fortuna Liga,23/24,Central Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Fortuna Liga,22/23,Central Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Fortuna Liga,21/22,Central Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Fortuna Liga,20/21,Central Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Fortuna Liga,19/20,Central Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,Fortuna Liga,18/19,Attacking Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,HET Liga,17/18,Attacking Midfield
marek-havlik/150790,https://www.transfermarkt.com/marek-havlik/profil/spieler/233656,ePojisteni.cz Li,16/17,Attacking Midfield
marek-icha/1029024,https://www.transfermarkt.com/marek-icha/profil/spieler/754142,FNL,21/22,Central Midfield
marek-kristian-bartos/939772,https://www.transfermarkt.com/marek-bartos/profil/spieler/564120,Ekstraklasa,24/25,Centre-Back
marek-kristian-bartos/939772,https://www.transfermarkt.com/marek-bartos/profil/spieler/564120,Niké Liga,23/24,Centre-Back
marek-kristian-bartos/939772,https://www.transfermarkt.com/marek-bartos/profil/spieler/564120,Fortuna Liga,22/23,Centre-Back
marek-kristian-bartos/939772,https://www.transfermarkt.com/marek-bartos/profil/spieler/564120,II. Liga,21/22,Centre-Back
marek-kristian-bartos/939772,https://www.transfermarkt.com/marek-bartos/profil/spieler/564120,Fortuna Liga,19/20,Centre-Back
marek-kristian-bartos/939772,https://www.transfermarkt.com/marek-bartos/profil/spieler/564120,Fortuna Liga,18/19,Centre-Back
marek-mroz/942480,https://www.transfermarkt.com/marek-mroz/profil/spieler/346547,Ekstraklasa,24/25,Attacking Midfield
marek-mroz/942480,https://www.transfermarkt.com/marek-mroz/profil/spieler/346547,Fortuna 1 Liga,22/23,Attacking Midfield
marek-mroz/942480,https://www.transfermarkt.com/marek-mroz/profil/spieler/346547,Fortuna 1 Liga,21/22,Attacking Midfield
marek-mroz/942480,https://www.transfermarkt.com/marek-mroz/profil/spieler/346547,Fortuna 1 Liga,20/21,Attacking Midfield
marek-mroz/942480,https://www.transfermarkt.com/marek-mroz/profil/spieler/346547,Fortuna 1 Liga,19/20,Attacking Midfield
marek-svach/1436350,https://www.transfermarkt.com/marek-svach/profil/spieler/821371,MSFL,25/26,Central Midfield
marek-svach/1436350,https://www.transfermarkt.com/marek-svach/profil/spieler/821371,MSFL,23/24,Central Midfield
marek-svec/1102917,https://www.transfermarkt.com/marek-svec/profil/spieler/344434,MONACObet liga,24/25,Centre-Forward
marek-zsigmund/892263,https://www.transfermarkt.com/marek-zsigmund/profil/spieler/243260,Fortuna Liga,19/20,Attacking Midfield
marginean-iulius/1001769,https://www.transfermarkt.com/andrei-marginean/profil/spieler/547827,Serie C-A,22/23,Central Midfield
marginean-iulius/1001769,https://www.transfermarkt.com/andrei-marginean/profil/spieler/547827,Primavera 1,20/21,Defensive Midfield
marian-chobot/907459,https://www.transfermarkt.com/marian-chobot/profil/spieler/465046,Fortuna Liga,19/20,Left Winger
marian-huja/943711,https://www.transfermarkt.com/marian-huja/profil/spieler/478347,Ekstraklasa,25/26,Centre-Back
marian-huja/943711,https://www.transfermarkt.com/marian-huja/profil/spieler/478347,SuperLiga,24/25,Centre-Back
marian-huja/943711,https://www.transfermarkt.com/marian-huja/profil/spieler/478347,SuperLiga,23/24,Centre-Back
marian-huja/943711,https://www.transfermarkt.com/marian-huja/profil/spieler/478347,SuperLiga,22/23,Centre-Back
marian-huja/943711,https://www.transfermarkt.com/marian-huja/profil/spieler/478347,NordicBet LIGA,19/20,Centre-Back
marian-huja/943711,https://www.transfermarkt.com/marian-huja/profil/spieler/478347,NordicBet LIGA,18/19,Centre-Back
marian-pisoja/856196,https://www.transfermarkt.com/marian-pisoja/profil/spieler/344312,Chance Liga,25/26,Right Midfield
marian-pisoja/856196,https://www.transfermarkt.com/marian-pisoja/profil/spieler/344312,II. Liga,21/22,Centre-Back
mariano-ahouangbo/1831353,https://www.transfermarkt.com/mariano-ahouangbo/profil/spieler/1188327,Ligue 1,24/25,Defensive Midfield
mariano-diaz/175753,https://www.transfermarkt.com/mariano-diaz/profil/spieler/225020,Ligue 1,17/18,Centre-Forward
mariano-diaz/175753,https://www.transfermarkt.com/mariano-diaz/profil/spieler/225020,2ª B - Grupo II,15/16,Centre-Forward
mariano-gomez/907041,https://www.transfermarkt.com/mariano-gomez/profil/spieler/545409,Super League,25/26,Centre-Back
mariano-gomez/907041,https://www.transfermarkt.com/mariano-gomez/profil/spieler/545409,Super League,24/25,Centre-Back
mariano-gomez/907041,https://www.transfermarkt.com/mariano-gomez/profil/spieler/545409,Primera Federación - Gr. II,23/24,Centre-Back
mariano-gomez/907041,https://www.transfermarkt.com/mariano-gomez/profil/spieler/545409,Primera Federación - Gr. I,22/23,Centre-Back
mariano-gomez/907041,https://www.transfermarkt.com/mariano-gomez/profil/spieler/545409,Primera Federación - Gr. II,21/22,Centre-Back
mariano-gomez/907041,https://www.transfermarkt.com/mariano-gomez/profil/spieler/545409,2ª B - Grupo I,19/20,Centre-Back
mariano-troilo/1516324,https://www.transfermarkt.com/mariano-troilo/profil/spieler/1159864,Apertura,2025,Centre-Back
mariano-troilo/1516324,https://www.transfermarkt.com/mariano-troilo/profil/spieler/1159864,Liga Profesional (- 23/24),2024,Centre-Back
marijan-cabraja/843249,https://www.transfermarkt.com/marijan-cabraja/profil/spieler/355651,Premiership,22/23,Left-Back
marijan-cabraja/843249,https://www.transfermarkt.com/marijan-cabraja/profil/spieler/355651,SuperSport HNL,20/21,Left-Back
marijan-cabraja/843249,https://www.transfermarkt.com/marijan-cabraja/profil/spieler/355651,SuperSport HNL,19/20,Left-Back
marijan-cabraja/843249,https://www.transfermarkt.com/marijan-cabraja/profil/spieler/355651,SuperSport HNL,18/19,Left-Back
marin-belancic/1114197,https://www.transfermarkt.com/marin-belancic/profil/spieler/734797,Premier Liga,2024,Centre-Back
marin-caruntu/884870,https://www.transfermarkt.com/marin-caruntu/profil/spieler/351514,Super Liga,25/26,Centre-Forward
marin-caruntu/884870,https://www.transfermarkt.com/marin-caruntu/profil/spieler/351514,Divizia National,21/22,Centre-Forward
marin-jurina/257161,https://www.transfermarkt.com/marin-jurina/profil/spieler/229610,NB I.,24/25,Centre-Forward
marin-jurina/257161,https://www.transfermarkt.com/marin-jurina/profil/spieler/229610,Saudi First Division League,22/23,Centre-Forward
marin-jurina/257161,https://www.transfermarkt.com/marin-jurina/profil/spieler/229610,NB I.,21/22,Centre-Forward
marin-jurina/257161,https://www.transfermarkt.com/marin-jurina/profil/spieler/229610,NB I.,20/21,Centre-Forward
marin-jurina/257161,https://www.transfermarkt.com/marin-jurina/profil/spieler/229610,Prva liga,19/20,Centre-Forward
